In,Out,Penalty
1,,0
¹,,0
2,,0
²,,0
3,,0
³,,0
4,,0
⁴,,0
5,,0
⁵,,0
6,,0
⁶,,0
a,a,0
aa,a,0
aai,ay,0
aau,aw,0
ai,ay,0
au,aw,0
b,b,0
c,ts,0
d,d,0
e,e,0
ei,ey,0
eoi,oy,0
eo,o,0
eu,ew,0
f,f,0
g,g,0
h,h,0
i,i,0
iu,iw,0
j,y,0
k,k,0
l,l,0
m,m,0
ng,N,0
n,n,0
oe,o,0
oi,oy,0
o,o,0
ou,ow,0
p,p,0
s,s,0
t,t,0
ui,uy,0
u,u,0
w,w,0
yu,u,0
z,dz,0
