In,Out,Penalty
a,a,0
á,a,0
à,a,0
b,b,0
ch,C,0
d,d,0
e,e,0
é,e,0
è,e,0
ẹ,e,0
ẹ́,e,0
f,f,0
g,g,0
h,h,0
i,i,0
í,i,0
ì,i,0
j,j,0
k,k,0
l,l,0
m,m,0
ng,N,0
n,n,0
o,o,0
ó,o,0
ò,o,0
ọ,o,0
ọ́,o,0
p,p,0
r,r,0
sh,S,0
s,s,0
t,t,0
u,u,0
ú,u,0
ù,u,0
v,v,0
w,w,0
y,y,0
zh,j,0
z,z,0
