In,Out,Penalty
',,0
’,,0
…, ,0
a,a,0
ai,ay,0
au,aw,0
b,b,0
cch,C,0
ch,C,0
d,d,0
e,e,0
ei,e,0
f,f,0
g,g,0
h,h,0
i,i,0
j,j,0
k,k,0
m,m,0
ng,Ng,0
nm,m,0
n,n,0
oi,oi,0
o,o,0
p,p,0
r,r,0
sh,S,0
s,s,0
tsu,tu,0
t,t,0
u,u,0
uu,u,0
v,v,0
w,w,0
y,y,0
z,z,0
