English,Sense,Constraints,Globasa,Glosa,Lidepla
"own, one's own (emphatic possessive)",belonging to (determiner) | –,"Set class:det; Compound:sel-su (as in Chinese and Arabic, and similar to the forms used in our source auxlangs)",suli (su+li),"auto, idio, proprie","swa-ney, prope"
