English,Sense,Constraints,Globasa,Glosa,Lidepla
"not, no (answer or exclamation)",negates meaning of another word | used to show disagreement or negation,Skip:ne (too similar to the present tense marker 'na'); Skip:no (too similar to the present tense marker 'na'); Skip:non (only used as interjection and too similar to the present tense marker 'na'),no,"ne, no","bu, non"
